horairedebitmax,debithorairemax,gid,nbvoies,Avg car by lane,distancelignearret,identifiantcontroleur,identifiantptm,lat,lon,moyennejoursouvrable,nom,positionnement,typecapteur,typepostemesure
01h00,1790,894,1,1790,0,802,1142,45.70722435,4.855274944,5456,1142_Peri_Bert_Mace,1142_V,Capteur inductif Criter,Boucle inductive TV
01h00,1280,895,1,1280,108,802,1143,45.70728967,4.855304917,3393,1143_Peri_Bert_Carnot,1143_V,Capteur inductif Criter,Boucle inductive TV
01h00,1194,1147,2,597,0,301,2204,45.73243734,4.881444083,14448,2204_Mermoz_Nicolas_Moselle,2204_VL,Capteur inductif Criter,Boucle inductive TV
01h00,1194,1148,2,597,0,301,2204,45.73245661,4.881458227,14448,2204_Mermoz_Nicolas_Moselle,2204_VR,Capteur inductif Criter,Boucle inductive TV
04h00,946,1187,1,946,0,-1,2079,45.6721497,4.772430959,4323,2079_EntrÃ©e_A450_Chaponost_Brignais,2079_V,Capteur inductif Criter,Boucle inductive TV
06h00,1911,1186,2,955.5,0,-1,2071,45.67784088,4.791185946,22359,2071_Voie_A450_SaintGenisLaval_Lyon5,2071_VR,Capteur inductif Criter,Boucle inductive TV
06h00,950,1188,1,950,0,-1,2076,45.67171196,4.772865631,11571,2076_Voie_A450_Brignais_Lyon2,2076_V,Capteur inductif Criter,Boucle inductive TV
06h00,1851,1530,1,1851,0,-1,2124,45.59162605,4.797693714,18800,2124_EntrÃ©e_A7_A47_Paris,2124_V,Capteur inductif Criter,Boucle inductive TV
06h00,1911,1546,2,955.5,0,-1,2071,45.6778197,4.791211482,22359,2071_Voie_A450_SaintGenisLaval_Lyon5,2071_VL,Capteur inductif Criter,Boucle inductive TV
07h00,4815,18,3,1605,0,-1,1797,45.71143714,4.843420636,53237,1797_Voie_PLB_SaintFons_Paris1,1797_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4815,19,3,1605,0,-1,1797,45.71143968,4.843491409,53237,1797_Voie_PLB_SaintFons_Paris1,1797_VL,Capteur inductif Criter,Boucle inductive TV
07h00,4815,20,3,1605,0,-1,1797,45.71143641,4.843452988,53237,1797_Voie_PLB_SaintFons_Paris1,1797_VM,Capteur inductif Criter,Boucle inductive TV
07h00,695,42,1,695,108,968,1140,45.80914762,4.873040552,6673,1140_Hippodrome_Giratoire_Drevet,1140_V,Capteur inductif Criter,Boucle inductive TV
07h00,415,47,1,415,0,-1,1255,45.69250225,4.923244855,3482,1255_Industrie_Chevreul_Provence,1255_V,Capteur inductif Criter,Boucle inductive TV
07h00,884,88,1,884,93,991,1303,45.79507187,4.828827821,5914,1303_Clemenceau_Ecluse_Forts,1303_V,Capteur inductif Criter,Boucle inductive TV
07h00,517,96,1,517,80,-1,1333,45.80849355,4.90580846,3817,1333_Geneve_Marronniers_Velette,1333_V,Capteur inductif Criter,Boucle inductive TV
07h00,611,99,1,611,0,-1,1225,45.74732228,4.720966197,6379,1225_Dumond_Grand Champ_Bergeron,1225_V,Capteur inductif Criter,Boucle inductive TV
07h00,748,111,1,748,85,995,1301,45.80818022,4.843942223,5902,1301_Clemenceau_Combe_Lycee Ambrosa,1301_V,Capteur inductif Criter,Boucle inductive TV
07h00,560,137,1,560,106,-1,1235,45.7588033,4.767555726,4542,1235_Mermet_Misery_Nectoux,1235_V,Capteur inductif Criter,Boucle inductive TV
07h00,508,139,1,508,104,21,1237,45.75328305,4.769054522,3982,1237_de Gaulle_Misery_Brignais,1237_V,Capteur inductif Criter,Boucle inductive TV
07h00,639,153,2,319.5,0,-1,1243,45.73468222,4.774621658,6892,1243_Taffignon_Rt Pt C.C_Liberation,1243_VR,Capteur inductif Criter,Boucle inductive TV
07h00,639,154,2,319.5,0,-1,1243,45.73466167,4.774617803,6892,1243_Taffignon_Rt Pt C.C_Liberation,1243_VL,Capteur inductif Criter,Boucle inductive TV
07h00,771,166,1,771,52,2088,1395,45.76609333,4.898048587,11740,1395_Zola_4 Aout_Pasteur,1395_V,Capteur inductif Criter,Boucle inductive TV
07h00,907,168,1,907,71,2090,1397,45.7657647,4.899840784,12893,1397_Zola_PP_Baratin,1397_V,Capteur inductif Criter,Boucle inductive TV
07h00,574,178,1,574,95,-1,1410,45.79586289,4.815713708,5350,1410_St Cyr_Baizet_Arbaletiere,1410_V,Capteur inductif Criter,Boucle inductive TV
07h00,418,180,1,418,102,2390,1412,45.79045343,4.814105773,4687,1412_Carret_Docks_Acces BPNL,1412_V,Capteur inductif Criter,Boucle inductive TV
07h00,354,186,1,354,99,376,1418,45.77758386,4.803366398,2173,1418_Bourgogne_Chinard_Claire,1418_V,Capteur inductif Criter,Boucle inductive TV
07h00,208,207,1,208,77,-1,1437,45.77156036,4.816868119,1788,1437_Croix-Rousse_Giraud_Esses,1437_V,Capteur inductif Criter,Boucle inductive TV
07h00,595,235,1,595,90,2733,1351,45.79214444,4.824101131,6403,1351_Clemenceau_Fond-Rose_Maitre,1351_V,Capteur inductif Criter,Boucle inductive TV
07h00,744,295,1,744,0,-1,1551,45.82681229,4.852280128,5745,1551_Illhaeusern_Gare_Island,1551_V,Capteur inductif Criter,Boucle inductive TV
07h00,385,301,1,385,96,-1,1540,45.74424005,4.832104653,3767,1540_Nadaud_Desmoulin_Leclerc,1540_V,Capteur inductif Criter,Boucle inductive TV
07h00,2080,341,2,1040,0,-1,1466,45.78654826,4.86035673,23943,1466_Pont Poincarre NS,1466_VR,Capteur inductif Criter,Boucle inductive TV
07h00,2080,342,2,1040,0,-1,1466,45.78655019,4.860317019,23943,1466_Pont Poincarre NS,1466_VL,Capteur inductif Criter,Boucle inductive TV
07h00,709,350,1,709,148,2800,1472,45.78377062,4.889957833,8098,1472_Feyssine_Salengro_Einstein,1472_V,Capteur inductif Criter,Boucle inductive TV
07h00,440,351,1,440,103,2800,1473,45.78374703,4.889921853,5350,1473_Feyssine_Einstein_Salengro,1473_V,Capteur inductif Criter,Boucle inductive TV
07h00,1303,418,1,1303,0,-1,1844,45.74727706,4.907047248,15443,1844_Sortie_PLB_Marseille_Montchat,1844_V,Capteur inductif Criter,Boucle inductive TV
07h00,432,434,1,432,0,-1,1617,45.72617611,4.812923813,4948,1617_de GAulle_Fontanieres_Dechant,1617_V,Capteur inductif Criter,Boucle inductive TV
07h00,581,435,1,581,0,-1,1618,45.72496912,4.813732528,6299,1618_Dechant_Pras_de Gaulle,1618_V,Capteur inductif Criter,Boucle inductive TV
07h00,544,464,1,544,0,931,1631,45.74004582,4.805442958,4780,1631_Foch_Clemenceau_Valioud,1631_V,Capteur inductif Criter,Boucle inductive TV
07h00,872,487,2,436,0,669,507,45.7463712,4.925552834,9126,507_St Cyr_Rivieres_Baizet,507_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4610,489,3,1536.666667,0,-1,1814,45.71840995,4.870826298,55861,1814_Voie_PLB_Etats-Unis_Paris,1814_VR,Capteur inductif Criter,Boucle inductive TV
07h00,5255,492,3,1751.666667,0,-1,1832,45.73373085,4.901044858,61172,1832_Voie_PLB_Vinatier_Paris2,1832_VM,Capteur inductif Criter,Boucle inductive TV
07h00,5183,493,3,1727.666667,0,-1,1838,45.73978207,4.904663229,58895,1838_Voie_PLB_Vinatier_Marseille1,1838_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3190,509,2,1595,0,-1,2007,45.76403015,4.801859899,45819,2007_Voie_A6_Vaise_Marseille_2,2007_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3190,510,2,1595,0,-1,2007,45.76404904,4.801891686,45819,2007_Voie_A6_Vaise_Marseille_2,2007_VR,Capteur inductif Criter,Boucle inductive TV
07h00,443,514,1,443,0,-1,2009,45.76419551,4.802187528,5438,2009_Sortie_A6_Marseille_Vaise,2009_V,Capteur inductif Criter,Boucle inductive TV
07h00,511,520,1,511,0,2103,2145,45.7604416,4.904010387,6806,2145_Blum_Delle_Fays,2145_V,Capteur inductif Criter,Boucle inductive TV
07h00,5699,532,3,1899.666667,0,-1,1855,45.76847492,4.903946718,67796,1855_Voie_PLB_Cusset_Marseille,1855_VL,Capteur inductif Criter,Boucle inductive TV
07h00,5699,533,3,1899.666667,0,-1,1855,45.76848734,4.903990031,67796,1855_Voie_PLB_Cusset_Marseille,1855_VM,Capteur inductif Criter,Boucle inductive TV
07h00,5699,534,3,1899.666667,0,-1,1855,45.76849996,4.904024512,67796,1855_Voie_PLB_Cusset_Marseille,1855_VR,Capteur inductif Criter,Boucle inductive TV
07h00,6328,536,3,2109.333333,0,-1,1862,45.77792,4.896114544,77667,1862_Voie_PLB_Villeurbanne_Marseille,1862_VL,Capteur inductif Criter,Boucle inductive TV
07h00,6328,537,3,2109.333333,0,-1,1862,45.7779316,4.896148491,77667,1862_Voie_PLB_Villeurbanne_Marseille,1862_VM,Capteur inductif Criter,Boucle inductive TV
07h00,6328,538,3,2109.333333,0,-1,1862,45.77794524,4.896183516,77667,1862_Voie_PLB_Villeurbanne_Marseille,1862_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3799,551,3,1266.333333,0,-1,1813,45.7185151,4.870690786,49590,1813_Voie_PLB_Etats-Unis_Marseille,1813_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3799,552,3,1266.333333,0,-1,1813,45.71849333,4.870695673,49590,1813_Voie_PLB_Etats-Unis_Marseille,1813_VM,Capteur inductif Criter,Boucle inductive TV
07h00,3799,553,3,1266.333333,0,-1,1813,45.71846329,4.870701651,49590,1813_Voie_PLB_Etats-Unis_Marseille,1813_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4610,554,3,1536.666667,0,-1,1814,45.71838509,4.870831042,55861,1814_Voie_PLB_Etats-Unis_Paris,1814_VM,Capteur inductif Criter,Boucle inductive TV
07h00,4610,555,3,1536.666667,0,-1,1814,45.71835907,4.870841622,55861,1814_Voie_PLB_Etats-Unis_Paris,1814_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1872,564,1,1872,0,-1,1824,45.72906043,4.898720092,24698,1824_Sortie_A43_Grenoble_PLB,1824_V,Capteur inductif Criter,Boucle inductive TV
07h00,1188,565,2,594,0,-1,1823,45.72898954,4.898691058,13186,1823_Voie_A43_PLB_Lyon,1823_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1188,566,2,594,0,-1,1823,45.72894981,4.898686965,13186,1823_Voie_A43_PLB_Lyon,1823_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4045,569,3,1348.333333,0,-1,1830,45.73379356,4.900782703,50711,1830_Voie_PLB_Vinatier_Marseille2,1830_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4045,570,3,1348.333333,0,-1,1830,45.73380566,4.900749396,50711,1830_Voie_PLB_Vinatier_Marseille2,1830_VM,Capteur inductif Criter,Boucle inductive TV
07h00,4045,571,3,1348.333333,0,-1,1830,45.73381581,4.90071158,50711,1830_Voie_PLB_Vinatier_Marseille2,1830_VL,Capteur inductif Criter,Boucle inductive TV
07h00,5255,573,3,1751.666667,0,-1,1832,45.73374302,4.901008609,61172,1832_Voie_PLB_Vinatier_Paris2,1832_VR,Capteur inductif Criter,Boucle inductive TV
07h00,5255,574,3,1751.666667,0,-1,1832,45.73371655,4.901083953,61172,1832_Voie_PLB_Vinatier_Paris2,1832_VL,Capteur inductif Criter,Boucle inductive TV
07h00,5183,581,3,1727.666667,0,-1,1838,45.7397956,4.904582856,58895,1838_Voie_PLB_Vinatier_Marseille1,1838_VL,Capteur inductif Criter,Boucle inductive TV
07h00,5183,582,3,1727.666667,0,-1,1838,45.73978909,4.904626737,58895,1838_Voie_PLB_Vinatier_Marseille1,1838_VM,Capteur inductif Criter,Boucle inductive TV
07h00,6002,583,4,1500.5,0,-1,1839,45.7397665,4.904757744,64419,1839_Voie_PLB_Vinatier_Paris1,1839_VR,Capteur inductif Criter,Boucle inductive TV
07h00,6002,584,4,1500.5,0,-1,1839,45.73976037,4.904800169,64419,1839_Voie_PLB_Vinatier_Paris1,1839_VM2,Capteur inductif Criter,Boucle inductive TV
07h00,6002,585,4,1500.5,0,-1,1839,45.73975648,4.904835335,64419,1839_Voie_PLB_Vinatier_Paris1,1839_VM1,Capteur inductif Criter,Boucle inductive TV
07h00,6002,586,4,1500.5,0,-1,1839,45.73975251,4.904873442,64419,1839_Voie_PLB_Vinatier_Paris1,1839_VL,Capteur inductif Criter,Boucle inductive TV
07h00,5537,589,3,1845.666667,0,-1,1843,45.74792176,4.906830387,58956,1843_Voie_PLB_Montchat_Marseille2,1843_Vl,Capteur inductif Criter,Boucle inductive TV
07h00,253,591,1,253,0,-1,1842,45.7482201,4.906772144,225,1842_Sortie_PLB_Paris_HopitauxEst2,1842_V,Capteur inductif Criter,Boucle inductive TV
07h00,5537,592,3,1845.666667,0,-1,1843,45.74791827,4.906862631,58956,1843_Voie_PLB_Montchat_Marseille2,1843_VM,Capteur inductif Criter,Boucle inductive TV
07h00,5537,593,3,1845.666667,0,-1,1843,45.74791425,4.906903197,58956,1843_Voie_PLB_Montchat_Marseille2,1843_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4313,596,3,1437.666667,0,-1,1805,45.71687594,4.853382093,53113,1805_Voie_PLB_Moulin-Ã -Vent_Marseille,1805_VL,Capteur inductif Criter,Boucle inductive TV
07h00,4313,597,3,1437.666667,0,-1,1805,45.71682001,4.853392786,53113,1805_Voie_PLB_Moulin-Ã -Vent_Marseille,1805_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4313,598,3,1437.666667,0,-1,1805,45.71684996,4.85339072,53113,1805_Voie_PLB_Moulin-Ã -Vent_Marseille,1805_VM,Capteur inductif Criter,Boucle inductive TV
07h00,4898,599,3,1632.666667,0,-1,1806,45.71675394,4.853411357,60400,1806_Voie_PLB_Moulin-Ã -Vent_Paris,1806_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4898,600,3,1632.666667,0,-1,1806,45.71672383,4.853420286,60400,1806_Voie_PLB_Moulin-Ã -Vent_Paris,1806_VM,Capteur inductif Criter,Boucle inductive TV
07h00,4898,601,3,1632.666667,0,-1,1806,45.71669724,4.85342594,60400,1806_Voie_PLB_Moulin-Ã -Vent_Paris,1806_VL,Capteur inductif Criter,Boucle inductive TV
07h00,430,605,1,430,0,-1,1258,45.69311721,4.922247077,4105,1258_Provence_Semard_Industrie,1258_V,Capteur inductif Criter,Boucle inductive TV
07h00,643,613,1,643,83,965,1302,45.81430801,4.85029559,4279,1302_Clemenceau_Desert_Vernay,1302_V,Capteur inductif Criter,Boucle inductive TV
07h00,5702,652,3,1900.666667,0,-1,1847,45.7538682,4.908069678,69803,1847_Voie_PLB_Montchat_Marseille1,1847_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1056,680,2,528,120,849,1032,45.72809238,4.815381833,11196,1032_Dechant_Aquarium_Liberation,1032_VR,Capteur inductif Criter,Boucle inductive TV
07h00,1189,867,2,594.5,100,526,1061,45.72625919,4.837286675,15598,1061_Garnier_Gerland_Frenkel,1061_VR,Capteur inductif Criter,Boucle inductive TV
07h00,1056,880,2,528,120,849,1032,45.72808312,4.815411847,11196,1032_Dechant_Aquarium_Liberation,1032_VL,Capteur inductif Criter,Boucle inductive TV
07h00,829,896,1,829,106,800,1145,45.71467795,4.854901435,10401,1145_Jaures_Sampaix_Genie,1145_V,Capteur inductif Criter,Boucle inductive TV
07h00,476,899,1,476,91,-1,1148,45.70856684,4.851882184,4178,1148_Guesde_Pressense_Plasse,1148_V,Capteur inductif Criter,Boucle inductive TV
07h00,978,913,3,326,62,513,1176,45.78557506,4.861949203,8676,1176_de Gaulle_Salle 3000_TD,1176_VL,Capteur inductif Criter,Boucle inductive TV
07h00,978,914,3,326,62,513,1176,45.78559443,4.861958936,8676,1176_de Gaulle_Salle 3000_TD,1176_VM,Capteur inductif Criter,Boucle inductive TV
07h00,978,915,3,326,62,513,1176,45.7856177,4.861979167,8676,1176_de Gaulle_Salle 3000_TD,1176_VR,Capteur inductif Criter,Boucle inductive TV
07h00,670,992,1,670,999,-1,962,45.83210094,4.843910172,5583,962_Charezieux_Tuileries_Liberation,962_V_2,Capteur inductif Criter,Boucle inductive TV
07h00,519,1005,1,519,999,-1,975,45.69060761,4.86161491,4753,975_Farge_Novembre_Deux Fermes,975_V_1,Capteur inductif Criter,Boucle inductive TV
07h00,519,1006,1,519,999,-1,975,45.69064404,4.861600393,4753,975_Farge_Novembre_Deux Fermes,975_V_2,Capteur inductif Criter,Boucle inductive TV
07h00,809,1012,1,809,999,-1,978,45.83445106,4.841540834,8422,978_Lamartine_Lyon_Simond,978_V_1,Capteur inductif Criter,Boucle inductive TV
07h00,809,1013,1,809,999,-1,978,45.83443552,4.841590287,8422,978_Lamartine_Lyon_Simond,978_V_2,Capteur inductif Criter,Boucle inductive TV
07h00,1181,1029,1,1181,325,-1,821,45.79070479,4.808297757,10560,821_St Cyr_Esses_Baizet,821_V,Capteur inductif Criter,Boucle inductive TV
07h00,670,1089,1,670,999,-1,962,45.83211033,4.843858967,5583,962_Charezieux_Tuileries_Liberation,962_V_1,Capteur inductif Criter,Boucle inductive TV
07h00,859,1119,1,859,113,-1,2152,45.84593419,4.835527361,8627,2152_Dupont _ Barrage _ Couzon,2152_V,Capteur inductif Criter,Boucle inductive TV
07h00,5170,1152,3,1723.333333,0,-1,2108,45.65979341,4.841616992,55998,2108_Voie_A7_Solaize_Paris_1,2108_VM,Capteur inductif Criter,Boucle inductive TV
07h00,5563,1156,3,1854.333333,0,-1,1852,45.76429828,4.907882894,57058,1852_Voie_PLB_LaSoie_Marseille,1852_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1816,1168,2,908,0,-1,2046,45.70013458,4.837301426,14780,2046_EntrÃ©e_A7_A450_Paris,2046_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3409,1169,3,1136.333333,0,-1,2044,45.6992233,4.835960546,43723,2044_Voie_A7_A450_Paris,2044_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4173,1172,2,2086.5,0,-1,1933,45.74064337,4.986158212,44174,1933_Voie_N346_Genas_Marseille_1,1933_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3376,1174,2,1688,0,-1,1939,45.7295256,4.977466371,36195,1939_Voie_N346_Genas_Marseille_3,1939_VL,Capteur inductif Criter,Boucle inductive TV
07h00,4140,1176,3,1380,0,-1,2119,45.63303821,4.819669676,45812,2119_Voie_A7_Serezin-du-Rhone_Paris,2119_VR,Capteur inductif Criter,Boucle inductive TV
07h00,2344,1177,2,1172,0,-1,2051,45.69419308,4.827888417,26464,2051_Voie_A450_PierreBÃ©nite_Lyon1,2051_VL,Capteur inductif Criter,Boucle inductive TV
07h00,2694,1179,2,1347,0,-1,2058,45.68728744,4.810864414,32300,2058_Voie_A450_SaintGenisLaval_Lyon1,2058_VL,Capteur inductif Criter,Boucle inductive TV
07h00,4163,1183,3,1387.666667,0,-1,2121,45.61391746,4.80912943,45831,2121_Voie_A7_Ternay_Paris,2121_VM,Capteur inductif Criter,Boucle inductive TV
07h00,457,1191,1,457,0,-1,2131,45.58782437,4.783520666,5777,2131_EntrÃ©e_A47_Chasse-sur-RhÃ´ne_Geneve,2131_V,Capteur inductif Criter,Boucle inductive TV
07h00,1360,1193,2,680,0,-1,1882,45.79817994,4.929206179,15212,1882_EntrÃ©e_A42_Grenoble_Lyon,1882_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1344,1195,1,1344,0,-1,2018,45.74713401,4.829460824,18151,2018_Sortie_A7_Marseille_LyonCentre,2018_V,Capteur inductif Criter,Boucle inductive TV
07h00,1253,1197,2,626.5,0,-1,1968,45.82519424,4.759435662,13024,1968_Voie_N6_A89_Lyon_1,1968_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3257,1202,2,1628.5,0,-1,1911,45.77606059,4.981530643,39955,1911_Voie_N346_Decine_Marseille_5,1911_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1630,1214,1,1630,0,-1,1880,45.79450876,4.924560548,15718,1880_EntrÃ©e_A42_Paris_Lyon_1,1880_V,Capteur inductif Criter,Boucle inductive TV
07h00,1536,1215,1,1536,0,-1,1889,45.79981783,4.927498378,21138,1889_Voie_A42_Miribel_Lyon_1,1889_V,Capteur inductif Criter,Boucle inductive TV
07h00,1632,1216,1,1632,0,-1,1886,45.79984836,4.927948045,15664,1886_EntrÃ©e_A42_Paris_Lyon_3,1886_V,Capteur inductif Criter,Boucle inductive TV
07h00,3750,1226,3,1250,0,-1,2024,45.73599938,4.820051828,51443,2024_Voie_A7_Confluence_Paris_2,2024_VM,Capteur inductif Criter,Boucle inductive TV
07h00,4184,1233,3,1394.666667,0,-1,1983,45.78739893,4.784505797,47788,1983_Voie_A6_Ecully_Marseille_2,1983_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3405,1248,2,1702.5,0,-1,1872,45.78663551,4.899012875,42368,1872_Voie_A42_Vaulx-en-Velin_Lyon_1,1872_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3405,1249,2,1702.5,0,-1,1872,45.78661915,4.899051912,42368,1872_Voie_A42_Vaulx-en-Velin_Lyon_1,1872_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3752,1253,2,1876,0,-1,1876,45.79081982,4.908155154,47068,1876_Voie_A42_Vaulx-en-Velin_Lyon_2,1876_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3752,1254,2,1876,0,-1,1876,45.79079685,4.908167347,47068,1876_Voie_A42_Vaulx-en-Velin_Lyon_2,1876_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4188,1257,2,2094,0,-1,1878,45.79259306,4.916081977,53180,1878_Voie_A42_Vaulx-en-Velin_Lyon_3,1878_VR,Capteur inductif Criter,Boucle inductive TV
07h00,4188,1258,2,2094,0,-1,1878,45.79262845,4.916067421,53180,1878_Voie_A42_Vaulx-en-Velin_Lyon_3,1878_VL,Capteur inductif Criter,Boucle inductive TV
07h00,2946,1261,2,1473,0,-1,1879,45.79465489,4.924484866,37425,1879_EntrÃ©e_A42_Paris_Grenoble_Lyon,1879_VR,Capteur inductif Criter,Boucle inductive TV
07h00,2946,1262,2,1473,0,-1,1879,45.79468132,4.924456624,37425,1879_EntrÃ©e_A42_Paris_Grenoble_Lyon,1879_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1193,1263,1,1193,0,-1,1881,45.79537212,4.930247811,13238,1881_Sortie_A42_Lyon_Marseille,1881_V,Capteur inductif Criter,Boucle inductive TV
07h00,1360,1264,2,680,0,-1,1882,45.79814601,4.92920163,15212,1882_EntrÃ©e_A42_Grenoble_Lyon,1882_VR,Capteur inductif Criter,Boucle inductive TV
07h00,1564,1265,1,1564,0,-1,1885,45.79769986,4.928782507,14872,1885_EntrÃ©e_A42_Paris_Lyon_2,1885_V,Capteur inductif Criter,Boucle inductive TV
07h00,1273,1276,1,1273,0,-1,1913,45.7726322,4.984972484,11979,1913_EntrÃ©e_N346_Meyzieu_Paris,1913_V,Capteur inductif Criter,Boucle inductive TV
07h00,1008,1277,1,1008,0,-1,1917,45.76891312,4.984484915,9749,1917_EntrÃ©e_N346_Meyzieu_Marseille,1917_V,Capteur inductif Criter,Boucle inductive TV
07h00,2589,1278,2,1294.5,0,-1,1916,45.7689241,4.984762488,29353,1916_Voie_N346_Meyzieu_Marseille,1916_VL,Capteur inductif Criter,Boucle inductive TV
07h00,2589,1279,2,1294.5,0,-1,1916,45.76892085,4.984812926,29353,1916_Voie_N346_Meyzieu_Marseille,1916_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3494,1284,2,1747,0,-1,1921,45.75809839,4.985247139,23632,1921_Voie_N346_ParcOlympiqueLyonnais_Marseille,1921_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3494,1285,2,1747,0,-1,1921,45.75809692,4.985295197,23632,1921_Voie_N346_ParcOlympiqueLyonnais_Marseille,1921_VR,Capteur inductif Criter,Boucle inductive TV
07h00,2844,1289,2,1422,0,-1,1925,45.75093703,4.986120179,28926,1925_Voie_N346_D302_Marseille,1925_VL,Capteur inductif Criter,Boucle inductive TV
07h00,2844,1290,2,1422,0,-1,1925,45.75094501,4.986160829,28926,1925_Voie_N346_D302_Marseille,1925_VR,Capteur inductif Criter,Boucle inductive TV
07h00,1509,1303,2,754.5,0,-1,1887,45.79981629,4.92769932,16275,1887_EntrÃ©e_A42_Paris_Grenoble,1887_VL,Capteur inductif Criter,Boucle inductive TV
07h00,1509,1304,2,754.5,0,-1,1887,45.79981522,4.927733681,16275,1887_EntrÃ©e_A42_Paris_Grenoble,1887_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3126,1309,2,1563,0,-1,1892,45.80366141,4.925963133,31859,1892_EntrÃ©e_A42_Paris_Lyon_4,1892_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3126,1310,2,1563,0,-1,1892,45.80367279,4.92600643,31859,1892_EntrÃ©e_A42_Paris_Lyon_4,1892_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3335,1315,2,1667.5,0,-1,1896,45.79451644,4.949359563,38058,1896_Voie_N346_Vaulx-en-Velin_Marseille_2,1896_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3335,1316,2,1667.5,0,-1,1896,45.79454676,4.949386067,38058,1896_Voie_N346_Vaulx-en-Velin_Marseille_2,1896_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3288,1318,2,1644,0,-1,1899,45.78942044,4.955988988,37872,1899_Voie_N346_Decine_Marseille_1,1899_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3288,1319,2,1644,0,-1,1899,45.78941615,4.955951929,37872,1899_Voie_N346_Decine_Marseille_1,1899_VL,Capteur inductif Criter,Boucle inductive TV
07h00,504,1320,1,504,0,-1,1900,45.78443654,4.955723556,5187,1900_Sortie_N346_Paris_Vaulx-en-Velin,1900_V,Capteur inductif Criter,Boucle inductive TV
07h00,2748,1322,2,1374,0,-1,1903,45.78443238,4.956108082,32860,1903_Voie_N346_Decine_Marseille_2,1903_VL,Capteur inductif Criter,Boucle inductive TV
07h00,2748,1323,2,1374,0,-1,1903,45.78443764,4.956148132,32860,1903_Voie_N346_Decine_Marseille_2,1903_VR,Capteur inductif Criter,Boucle inductive TV
07h00,3246,1327,2,1623,0,-1,1907,45.78051025,4.959029768,39779,1907_Voie_N346_Decine_Marseille_3,1907_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3246,1328,2,1623,0,-1,1907,45.78052802,4.959064025,39779,1907_Voie_N346_Decine_Marseille_3,1907_VR,Capteur inductif Criter,Boucle inductive TV
07h00,1816,1333,2,908,0,-1,2046,45.70015347,4.83733319,14780,2046_EntrÃ©e_A7_A450_Paris,2046_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3409,1340,3,1136.333333,0,-1,2044,45.69923682,4.836047989,43723,2044_Voie_A7_A450_Paris,2044_VL,Capteur inductif Criter,Boucle inductive TV
07h00,3409,1341,3,1136.333333,0,-1,2044,45.69923055,4.836005026,43723,2044_Voie_A7_A450_Paris,2044_VM,Capteur inductif Criter,Boucle inductive TV
07h00,2099,1342,1,2099,0,-1,2047,45.69715925,4.835182068,28603,2047_EntrÃ©e_A7_A450_Marseille,2047_V,Capteur inductif Criter,Boucle inductive TV
07h00,819,1345,1,819,0,-1,2050,45.6948096,4.828684953,9386,2050_Sortie_A450_Lyon_PierreBÃ©nite,2050_V,Capteur inductif Criter,Boucle inductive TV
07h00,1320,1358,1,1320,0,-1,1927,45.75038595,4.986033731,13797,1927_EntrÃ©e_N346_Pusignan_Marseille,1927_V,Capteur inductif Criter,Boucle inductive TV
07h00,4088,1360,2,2044,0,-1,1931,45.74555444,4.988385727,41556,1931_Voie_N346_Chassieu_Marseille,1931_VL,Capteur inductif Criter,Boucle inductive TV
