horairedebitmax,debithorairemax,gid,nbvoies,Avg car by lane,distancelignearret,identifiantcontroleur,identifiantptm,lat,lon,moyennejoursouvrable,nom,positionnement,typecapteur,typepostemesure
15h00,1722,2091,3,574,110,2300,893,45.7768731,4.84407312,17592,893_Leclerc_Belges_Churchill,893_VR,Capteur inductif Criter,Boucle inductive TV
15h00,1722,2092,3,574,110,2300,893,45.77685991,4.844109363,17592,893_Leclerc_Belges_Churchill,893_VM,Capteur inductif Criter,Boucle inductive TV
15h00,1722,2093,3,574,110,2300,893,45.77684683,4.844141189,17592,893_Leclerc_Belges_Churchill,893_VL,Capteur inductif Criter,Boucle inductive TV
15h00,715,2094,2,357.5,137,2300,894,45.77546564,4.843079029,6521,894_Grande-Bretagne_Faurax_Leclerc,894_VR,Capteur inductif Criter,Boucle inductive TV
15h00,554,2100,2,277,190,534,60,45.73102999,4.866197428,7879,60_Etats Unis_Sarrazin_Beauvisage,60_VR,Capteur inductif Criter,Boucle inductive TV
15h00,327,2215,1,327,92,436,624,45.7636481,4.859736879,3187,624_Lafayette_Lalande_Thiers,624_V,Capteur inductif Criter,Boucle inductive TV
15h00,715,2395,2,357.5,137,2300,894,45.77545146,4.843113753,6521,894_Grande-Bretagne_Faurax_Leclerc,894_VL,Capteur inductif Criter,Boucle inductive TV
15h00,554,2420,2,277,190,534,60,45.73101543,4.866157,7879,60_Etats Unis_Sarrazin_Beauvisage,60_VL,Capteur inductif Criter,Boucle inductive TV
15h00,497,2468,1,497,0,519,32,45.73693522,4.82409485,5371,32_Leclerc_Ayasse_Perrin,32_V,Capteur inductif Criter,Boucle inductive TV
15h00,497,2489,1,497,345,519,32,45.73694418,4.824062856,5371,32_Leclerc_Ayasse_Perrin,32_bus,Capteur inductif Criter,Boucle inductive TV
15h00,419,2546,1,419,170,2696,170,45.77594572,4.800572935,5772,170_Marietton_24 Mars_Cedre,170_V,Capteur inductif Criter,Boucle inductive TV
15h00,521,2601,1,521,88,2186,438,45.71064916,4.903058662,582,438_Lyon_Germain_Parilly TÃ  D,438_V,Capteur inductif Criter,Boucle inductive TV
16h00,589,34,2,294.5,0,420,1127,45.74000502,4.89253275,5694,1127_Pinel_Esquirol_Rockefeller,1127_VL,Capteur inductif Criter,Boucle inductive TV
16h00,589,35,2,294.5,0,420,1127,45.73999591,4.89257062,5694,1127_Pinel_Esquirol_Rockefeller,1127_VR,Capteur inductif Criter,Boucle inductive TV
16h00,377,38,1,377,84,-1,1136,45.7888829,4.835084888,3781,1136_Coste_Nuzilly_Esperance,1136_V,Capteur inductif Criter,Boucle inductive TV
16h00,529,45,1,529,101,-1,1252,45.77301013,4.789442186,4237,1252_Verdun_Sauvegarde_Hugo,1252_V,Capteur inductif Criter,Boucle inductive TV
16h00,466,46,1,466,93,46,1254,45.81210548,4.879404329,5208,1254_Hippodrome_Companet_8 Mai,1254_V,Capteur inductif Criter,Boucle inductive TV
16h00,371,48,1,371,0,-1,1256,45.6948856,4.922660734,3479,1256_Maconnais_Jacquet_Provence,1256_V,Capteur inductif Criter,Boucle inductive TV
16h00,436,61,1,436,79,2133,1263,45.73844897,4.923941532,5024,1263_Mitterand_Gagarine_Brossolette,1263_V,Capteur inductif Criter,Boucle inductive TV
16h00,715,86,2,357.5,111,2759,1287,45.76586933,4.933037063,7381,1287_Droits de l' Homme_Grosso_Garibaldi,1287_VL,Capteur inductif Criter,Boucle inductive TV
16h00,715,87,2,357.5,111,2759,1287,45.76586606,4.933000071,7381,1287_Droits de l' Homme_Grosso_Garibaldi,1287_VR,Capteur inductif Criter,Boucle inductive TV
16h00,818,98,1,818,192,2149,94,45.71899337,4.854456934,9991,94_Vienne_Surville_Bonnevay,94_VR,Capteur inductif Criter,Boucle inductive TV
16h00,385,102,1,385,120,-1,1228,45.78739225,4.764877043,3042,1228_Collongue_Charbonniere_Pontet Crases,1228_V,Capteur inductif Criter,Boucle inductive TV
16h00,288,108,1,288,76,-1,1298,45.76280791,4.972572205,2568,1298_Carnot_Prainet_Gay,1298_V,Capteur inductif Criter,Boucle inductive TV
16h00,340,114,1,340,101,2027,1272,45.77445454,4.926928389,4022,1272_Henaff_Cotton_Freud,1272_V,Capteur inductif Criter,Boucle inductive TV
16h00,956,117,2,478,78,2597,1276,45.76510889,4.922297658,12538,1276_Bohlen_Poudrette_Entree parking,1276_VR,Capteur inductif Criter,Boucle inductive TV
16h00,956,118,2,478,78,2597,1276,45.76508692,4.92231136,12538,1276_Bohlen_Poudrette_Entree parking,1276_VL,Capteur inductif Criter,Boucle inductive TV
16h00,360,133,1,360,89,2173,1322,45.70259278,4.880463336,3988,1322_Jaures_Farge_Langevin,1322_V,Capteur inductif Criter,Boucle inductive TV
16h00,101,149,1,101,73,-1,1342,45.76553182,4.960393806,456,1342_Bert_Guynemer_Republique,1342_V,Capteur inductif Criter,Boucle inductive TV
16h00,478,150,1,478,90,742,1238,45.74736323,4.723761594,5579,1238_Millau_Fayolle_Damichon,1238_V,Capteur inductif Criter,Boucle inductive TV
16h00,113,164,1,113,56,2088,276,45.76624563,4.897881804,394,276_Pressense_Zola_Venise,276_V,Capteur inductif Criter,Boucle inductive TV
16h00,335,201,1,335,90,127,1430,45.77950162,4.830880778,3423,1430_Henon_Cuire_Grde Rue Xrousse,1430_V,Capteur inductif Criter,Boucle inductive TV
16h00,467,245,1,467,0,2208,1361,45.69130806,4.883144574,5022,1361_Jodino_BUE_Feyzin,1361_V,Capteur inductif Criter,Boucle inductive TV
16h00,352,270,1,352,82,2322,1487,45.76895865,4.882702985,4670,1487_Zola_France_Branly,1487_V,Capteur inductif Criter,Boucle inductive TV
16h00,246,271,1,246,106,2488,1488,45.77012472,4.884912857,2343,1488_Lherminier_Peyhorgue_France,1488_V,Capteur inductif Criter,Boucle inductive TV
16h00,662,287,1,662,0,2103,1498,45.76076534,4.907439295,9465,1498_Blum_Fays_PP VL096,1498_V,Capteur inductif Criter,Boucle inductive TV
16h00,345,292,1,345,88,-1,1539,45.74303432,4.841418829,4553,1539_Gerland_Semard_Jaures,1539_V,Capteur inductif Criter,Boucle inductive TV
16h00,295,331,1,295,67,-1,1456,45.74815876,4.820931997,3740,1456_Suchet_Collonge_Rambaud,1456_V,Capteur inductif Criter,Boucle inductive TV
16h00,484,356,1,484,80,2098,1505,45.75897451,4.884997489,5641,1505_Perrin_Hauy_Jaures,1505_V,Capteur inductif Criter,Boucle inductive TV
16h00,420,358,1,420,90,2097,1508,45.75678025,4.876309733,5518,1508_Mistral_Charial_Bert,1508_V,Capteur inductif Criter,Boucle inductive TV
16h00,193,400,1,193,0,2805,1771,45.75616173,4.851426381,1210,1771_Philip _ Rancy _ Bert,1771_VR,Capteur inductif Criter,Boucle inductive TV
16h00,351,428,1,351,74,351,1768,45.75990789,4.862971181,4656,1768_Flandin _ Aubigny _ Pompidou,1768_V,Capteur inductif Criter,Boucle inductive TV
16h00,193,432,1,193,0,2805,1771,45.75616709,4.851463456,1210,1771_Philip _ Rancy _ Bert,1771_VL,Capteur inductif Criter,Boucle inductive TV
16h00,494,485,1,494,0,114,1200,45.69605251,4.786332575,5518,1200_Bondy_La Feuillee_Gerson,1200_V,Capteur inductif Criter,Boucle inductive TV
16h00,1595,549,2,797.5,0,-1,1812,45.71859014,4.870610323,19534,1812_EntrÃ©e_PLB_VÃ©nissieux_Marseille,1812_VR,Capteur inductif Criter,Boucle inductive TV
16h00,1595,550,2,797.5,0,-1,1812,45.71862018,4.870604345,19534,1812_EntrÃ©e_PLB_VÃ©nissieux_Marseille,1812_VL,Capteur inductif Criter,Boucle inductive TV
16h00,1865,580,1,1865,0,-1,1837,45.73980361,4.904533154,23091,1837_Sortie_PLB_Paris_Vinatier1,1837_V,Capteur inductif Criter,Boucle inductive TV
16h00,550,603,1,550,0,-1,1808,45.71696395,4.853335572,6784,1808_EntrÃ©e_PLB_Moulin-Ã -Vent_Marseille,1808_V,Capteur inductif Criter,Boucle inductive TV
16h00,278,606,1,278,83,-1,1343,45.76618634,4.961115141,1721,1343_Republique_Berthelot_Bert,1343_V,Capteur inductif Criter,Boucle inductive TV
16h00,411,607,1,411,74,2135,1265,45.73461009,4.917333804,3839,1265_de Lattre de Tassigny_Lorraine_Gaugain,1265_V,Capteur inductif Criter,Boucle inductive TV
16h00,385,619,1,385,93,743,1239,45.74732571,4.726881559,4712,1239_Millaud_Fayolle_Martin,1239_V,Capteur inductif Criter,Boucle inductive TV
16h00,262,642,1,262,115,80,1451,45.75578676,4.788177444,2739,1451_Menival_Sicard_Curie,1451_V,Capteur inductif Criter,Boucle inductive TV
16h00,295,668,1,295,73,-1,1428,45.77960707,4.821705056,3438,1428_Henon_Sambardier_Lassalle,1428_V,Capteur inductif Criter,Boucle inductive TV
16h00,463,685,1,463,128,394,902,45.76032522,4.845695882,6723,902_Saxe_Servien_Bonnel,902_VL,Capteur inductif Criter,Boucle inductive TV
16h00,558,719,1,558,111,292,1001,45.74552889,4.86473846,7278,1001_Freres Lumiere_Saint Gervais_Villon,1001_V,Capteur inductif Criter,Boucle inductive TV
16h00,315,720,1,315,100,529,888,45.73913324,4.83823981,3490,888_Jaures_Jaures_Gaudry,888_VR,Capteur inductif Criter,Boucle inductive TV
16h00,524,721,2,262,94,532,889,45.74153688,4.839712408,5947,889_Jaures_Jayet_Lortet,889_VR,Capteur inductif Criter,Boucle inductive TV
16h00,362,760,1,362,101,-1,1077,45.74930981,4.897054677,3069,1077_Pinel_Neuro_Lepine,1077_V,Capteur inductif Criter,Boucle inductive TV
16h00,823,765,2,411.5,82,309,1080,45.76641085,4.861830231,9321,1080_Thiers_Viabert_GaitÃ©,1080_VL,Capteur inductif Criter,Boucle inductive TV
16h00,823,766,2,411.5,82,309,1080,45.76640949,4.861799225,9321,1080_Thiers_Viabert_GaitÃ©,1080_VR,Capteur inductif Criter,Boucle inductive TV
16h00,687,796,1,687,146,-1,1006,45.75398975,4.893447585,9535,1006_Genas_Pouponniere_Leclerc,1006_V,Capteur inductif Criter,Boucle inductive TV
16h00,543,806,1,543,110,607,1216,45.73397255,4.839381666,5682,1216_Gerland_Raclet_Vallier,1216_V,Capteur inductif Criter,Boucle inductive TV
16h00,393,852,2,196.5,92,530,1060,45.72881041,4.83213258,3842,1060_Jaures_Delessert_Lacour,1060_VR,Capteur inductif Criter,Boucle inductive TV
16h00,393,853,2,196.5,92,530,1060,45.72880045,4.83216305,3842,1060_Jaures_Delessert_Lacour,1060_VL,Capteur inductif Criter,Boucle inductive TV
16h00,424,863,1,424,104,602,1057,45.73472069,4.826797674,4080,1057_Farge_Bollier_Ayasse,1057_V,Capteur inductif Criter,Boucle inductive TV
16h00,512,893,1,512,84,968,1131,45.80798866,4.870396668,5756,1131_Leclerc_Thimonier_Drevet,1131_V,Capteur inductif Criter,Boucle inductive TV
16h00,183,929,1,183,91,601,1209,45.73443784,4.830896931,1720,1209_Bollier_Brun_Merieux,1209_V,Capteur inductif Criter,Boucle inductive TV
16h00,494,931,1,494,100,114,1200,45.76641235,4.828530899,5518,1200_Bondy_La Feuillee_Gerson,1200_V,Capteur inductif Criter,Boucle inductive TV
16h00,455,936,2,227.5,80,528,1212,45.73530046,4.836033842,5697,1212_Jaures_Bollier_Marot,1212_VL,Capteur inductif Criter,Boucle inductive TV
16h00,455,937,2,227.5,80,528,1212,45.73530945,4.83600087,5697,1212_Jaures_Bollier_Marot,1212_VR,Capteur inductif Criter,Boucle inductive TV
16h00,407,945,1,407,115,2468,1106,45.69711182,4.92493895,4106,1106_Briand TD_Lyonnais_Provence,1106_V,Capteur inductif Criter,Boucle inductive TV
16h00,354,993,1,354,999,-1,966,45.7560831,4.935594897,4040,966_Roosevelt_Delessert_Dumas,966_V_1,Capteur inductif Criter,Boucle inductive TV
16h00,354,994,1,354,999,-1,966,45.75604931,4.935584461,4040,966_Roosevelt_Delessert_Dumas,966_V_2,Capteur inductif Criter,Boucle inductive TV
16h00,536,1020,1,536,999,-1,984,45.74732117,4.748991851,7133,984_Millaud_Pateliere_Est,984_V_1,Capteur inductif Criter,Boucle inductive TV
16h00,536,1021,1,536,999,-1,984,45.74732006,4.749043355,7133,984_Millaud_Pateliere_Est,984_V_2,Capteur inductif Criter,Boucle inductive TV
16h00,210,1033,1,210,108,655,841,45.74566058,4.823268686,2441,841_Charlemagne_Bichat_Ravat,841_V,Capteur inductif Criter,Boucle inductive TV
16h00,259,1052,1,259,106,662,842,45.74358845,4.821500903,2622,842_Charlemagne_Bayard_Perier,842_V,Capteur inductif Criter,Boucle inductive TV
16h00,871,1074,1,871,72,2800,1170,45.78337946,4.891532557,8971,1170_Autopont Bonnevay_Rdt Point_Feyssine,1170_V,Capteur inductif Criter,Boucle inductive TV
16h00,463,1118,1,463,128,394,902,45.76032199,4.845655954,6723,902_Saxe_Servien_Bonnel,902_VR,Capteur inductif Criter,Boucle inductive TV
16h00,419,1170,1,419,0,716,2212,45.7335164,4.88879921,3997,2212_Pinel_Wilson_Alban,2212_V,Capteur inductif Criter,Boucle inductive TV
16h00,4041,1173,2,2020.5,0,-1,1932,45.74060412,4.986233893,47572,1932_Voie_N346_Genas_Paris_1,1932_VR,Capteur inductif Criter,Boucle inductive TV
16h00,578,1181,1,578,0,-1,1946,45.71412866,4.969819428,6137,1946_EntrÃ©e_N346_ZIMiPlaine_Paris,1946_V,Capteur inductif Criter,Boucle inductive TV
16h00,1790,1184,1,1790,0,-1,2125,45.591021,4.797102713,19889,2125_Sortie_A7_Paris_A47,2125_V,Capteur inductif Criter,Boucle inductive TV
16h00,3046,1185,2,1523,0,-1,2133,45.5879331,4.784993198,35735,2133_Voie_A47_Ternay_Saint-Etienne,2133_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4755,1196,3,1585,0,-1,1963,45.72531298,4.92204652,58289,1963_Voie_A43_PortedeAlpes_Grenoble,1963_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4050,1206,2,2025,0,-1,1930,45.74555278,4.98852853,47453,1930_Voie_N346_Chassieu_Paris,1930_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4161,1207,3,1387,0,-1,2120,45.61399523,4.808923283,45209,2120_Voie_A7_Ternay_Marseille,2120_VL,Capteur inductif Criter,Boucle inductive TV
16h00,3575,1213,2,1787.5,0,-1,1875,45.79065725,4.908289071,40615,1875_Voie_A42_Vaulx-en-Velin_Geneve_2,1875_VR,Capteur inductif Criter,Boucle inductive TV
16h00,3749,1250,2,1874.5,0,-1,1873,45.78658959,4.899111954,41934,1873_Voie_A42_Vaulx-en-Velin_Geneve_1,1873_VR,Capteur inductif Criter,Boucle inductive TV
16h00,3749,1251,2,1874.5,0,-1,1873,45.78657542,4.899145197,41934,1873_Voie_A42_Vaulx-en-Velin_Geneve_1,1873_VL,Capteur inductif Criter,Boucle inductive TV
16h00,3575,1255,2,1787.5,0,-1,1875,45.79063325,4.908301216,40615,1875_Voie_A42_Vaulx-en-Velin_Geneve_2,1875_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4587,1259,2,2293.5,0,-1,1877,45.79243959,4.916163231,51306,1877_Voie_A42_Vaulx-en-Velin_Geneve_3,1877_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4587,1260,2,2293.5,0,-1,1877,45.79247303,4.91614416,51306,1877_Voie_A42_Vaulx-en-Velin_Geneve_3,1877_VR,Capteur inductif Criter,Boucle inductive TV
16h00,3325,1266,2,1662.5,0,-1,1884,45.79770259,4.928902552,36409,1884_Voie_A42_Miribel_Geneve_1,1884_VR,Capteur inductif Criter,Boucle inductive TV
16h00,3325,1267,2,1662.5,0,-1,1884,45.79770895,4.928939711,36409,1884_Voie_A42_Miribel_Geneve_1,1884_VL,Capteur inductif Criter,Boucle inductive TV
16h00,2155,1311,2,1077.5,0,-1,1893,45.80377342,4.925697092,29492,1893_Voie_A42_Miribel_Lyon_2,1893_VR,Capteur inductif Criter,Boucle inductive TV
16h00,2155,1312,2,1077.5,0,-1,1893,45.80375679,4.925657971,29492,1893_Voie_A42_Miribel_Lyon_2,1893_VL,Capteur inductif Criter,Boucle inductive TV
16h00,462,1348,1,462,0,716,2211,45.73162372,4.88802719,4239,2211_Pinel_Branly_Mermoz,2211_V,Capteur inductif Criter,Boucle inductive TV
16h00,282,1351,1,282,0,2836,2215,45.73824413,4.891574677,2591,2215_Pinel_Rockefeller_Baudrand,2215_V,Capteur inductif Criter,Boucle inductive TV
16h00,1219,1359,1,1219,0,-1,1929,45.74856731,4.988090979,14817,1929_Sortie_N346_Marseille_Pusignan,1929_V,Capteur inductif Criter,Boucle inductive TV
16h00,4050,1362,2,2025,0,-1,1930,45.74555057,4.988578506,47453,1930_Voie_N346_Chassieu_Paris,1930_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4755,1392,3,1585,0,-1,1963,45.72536892,4.922080069,58289,1963_Voie_A43_PortedeAlpes_Grenoble,1963_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4755,1393,3,1585,0,-1,1963,45.7253384,4.922061948,58289,1963_Voie_A43_PortedeAlpes_Grenoble,1963_VM,Capteur inductif Criter,Boucle inductive TV
16h00,4041,1396,2,2020.5,0,-1,1932,45.74058942,4.986273936,47572,1932_Voie_N346_Genas_Paris_1,1932_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4057,1399,2,2028.5,0,-1,1935,45.7366783,4.982809678,47624,1935_Voie_N346_Genas_Paris_2,1935_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4057,1400,2,2028.5,0,-1,1935,45.73666084,4.982850076,47624,1935_Voie_N346_Genas_Paris_2,1935_VL,Capteur inductif Criter,Boucle inductive TV
16h00,3399,1405,2,1699.5,0,-1,1938,45.72949402,4.977595916,39906,1938_Voie_N346_Genas_Paris_3,1938_VR,Capteur inductif Criter,Boucle inductive TV
16h00,3399,1406,2,1699.5,0,-1,1938,45.72948401,4.977641576,39906,1938_Voie_N346_Genas_Paris_3,1938_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4304,1417,3,1434.666667,0,-1,2118,45.63307172,4.81958446,46852,2118_Voie_A7_Serezin-du-Rhone_Marseille,2118_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4304,1418,3,1434.666667,0,-1,2118,45.6330849,4.819548306,46852,2118_Voie_A7_Serezin-du-Rhone_Marseille,2118_VM,Capteur inductif Criter,Boucle inductive TV
16h00,4304,1419,3,1434.666667,0,-1,2118,45.6330982,4.819506278,46852,2118_Voie_A7_Serezin-du-Rhone_Marseille,2118_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4161,1422,3,1387,0,-1,2120,45.61396956,4.809011765,45209,2120_Voie_A7_Ternay_Marseille,2120_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4161,1423,3,1387,0,-1,2120,45.61398177,4.808972639,45209,2120_Voie_A7_Ternay_Marseille,2120_VM,Capteur inductif Criter,Boucle inductive TV
16h00,3396,1478,2,1698,0,-1,1943,45.72496626,4.97540509,42293,1943_Voie_N346_Genas_Paris_4,1943_VR,Capteur inductif Criter,Boucle inductive TV
16h00,3396,1479,2,1698,0,-1,1943,45.72495809,4.975445436,42293,1943_Voie_N346_Genas_Paris_4,1943_VL,Capteur inductif Criter,Boucle inductive TV
16h00,2892,1491,2,1446,0,-1,1953,45.70468723,4.966521257,31921,1953_Voie_N346_Saint_Priest_Marseille_3,1953_VL,Capteur inductif Criter,Boucle inductive TV
16h00,2892,1522,2,1446,0,-1,1953,45.70468105,4.966564628,31921,1953_Voie_N346_Saint_Priest_Marseille_3,1953_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4273,1524,3,1424.333333,0,-1,2122,45.59649943,4.796074472,46932,2122_Voie_A7_Ternay_Marseille_2,2122_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4273,1525,3,1424.333333,0,-1,2122,45.59650408,4.796159876,46932,2122_Voie_A7_Ternay_Marseille_2,2122_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4273,1526,3,1424.333333,0,-1,2122,45.59650202,4.796112779,46932,2122_Voie_A7_Ternay_Marseille_2,2122_VM,Capteur inductif Criter,Boucle inductive TV
16h00,3046,1538,2,1523,0,-1,2133,45.587964,4.78499457,35735,2133_Voie_A47_Ternay_Saint-Etienne,2133_VL,Capteur inductif Criter,Boucle inductive TV
16h00,465,1569,2,232.5,100,-1,2226,45.72339626,4.918841956,4551,2226_Universite_8Mai1945_Universite,2226_VL,Capteur inductif Criter,Boucle inductive TV
16h00,465,1570,2,232.5,100,-1,2226,45.72335495,4.918798445,4551,2226_Universite_8Mai1945_Universite,2226_VR,Capteur inductif Criter,Boucle inductive TV
16h00,1748,1603,1,1748,0,-1,2087,45.6957286,4.844451962,24827,2087_Voie_PLB_SaintFons_Marseille2,2087_V,Capteur inductif Criter,Boucle inductive TV
16h00,529,1636,1,529,100,482,2241,45.73034428,4.918938418,3770,2241_DeGaulle_Chambonnet_Tassigny,2241_V,Capteur inductif Criter,Boucle inductive TV
16h00,183,1647,1,183,0,601,1209,45.68078919,4.788670682,1720,1209_Bollier_Brun_Merieux,1209_VR,Capteur inductif Criter,Boucle inductive TV
16h00,1980,1650,1,1980,0,-1,2095,45.69254325,4.844106294,24071,2095_EntrÃ©e_A7_LaurentBonnevay_Marseille,2095_V,Capteur inductif Criter,Boucle inductive TV
16h00,4195,1657,3,1398.333333,0,-1,2098,45.68216785,4.847196327,47063,2098_Voie_A7_SaintFons_Marseille_2,2098_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4195,1658,3,1398.333333,0,-1,2098,45.68216483,4.847239345,47063,2098_Voie_A7_SaintFons_Marseille_2,2098_VM,Capteur inductif Criter,Boucle inductive TV
16h00,4195,1659,3,1398.333333,0,-1,2098,45.68216734,4.847280654,47063,2098_Voie_A7_SaintFons_Marseille_2,2098_VR,Capteur inductif Criter,Boucle inductive TV
16h00,2269,1663,1,2269,0,-1,2100,45.68218769,4.847568963,25361,2100_EntrÃ©e_A7_SaintFons_Paris,2100_V,Capteur inductif Criter,Boucle inductive TV
16h00,183,1664,1,183,0,601,1209,45.68078318,4.788646876,1720,1209_Bollier_Brun_Merieux,1209_VL,Capteur inductif Criter,Boucle inductive TV
16h00,235,1666,1,235,0,-1,2102,45.67700164,4.847581192,1595,2102_EntrÃ©e_A7_Feyzin_Marseille,2102_V,Capteur inductif Criter,Boucle inductive TV
16h00,4927,1669,3,1642.333333,0,-1,2105,45.66843618,4.8453998,54058,2105_Voie_A7_Feyzin_Marseille,2105_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4927,1670,3,1642.333333,0,-1,2105,45.66844577,4.84535513,54058,2105_Voie_A7_Feyzin_Marseille,2105_VM,Capteur inductif Criter,Boucle inductive TV
16h00,4927,1671,3,1642.333333,0,-1,2105,45.6684542,4.845316291,54058,2105_Voie_A7_Feyzin_Marseille,2105_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4960,1675,3,1653.333333,0,-1,2107,45.65982145,4.841485419,54696,2107_Voie_A7_Solaize_Marseille_1,2107_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4960,1676,3,1653.333333,0,-1,2107,45.65982868,4.841438688,54696,2107_Voie_A7_Solaize_Marseille_1,2107_VM,Capteur inductif Criter,Boucle inductive TV
16h00,4960,1677,3,1653.333333,0,-1,2107,45.65983684,4.84139641,54696,2107_Voie_A7_Solaize_Marseille_1,2107_VL,Capteur inductif Criter,Boucle inductive TV
16h00,246,1702,1,246,0,2488,1488,45.75337757,4.936357878,2343,1488_Lherminier_Peyhorgue_France,1488_V,Capteur inductif Criter,Boucle inductive TV
16h00,4213,1708,3,1404.333333,0,-1,1849,45.75371022,4.908243495,46170,1849_Voie_PLB_Montchat_Paris1,1849_VM,Capteur inductif Criter,Boucle inductive TV
16h00,4213,1709,3,1404.333333,0,-1,1849,45.75370622,4.908283084,46170,1849_Voie_PLB_Montchat_Paris1,1849_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4863,1714,3,1621,0,-1,1853,45.76434036,4.908042031,50169,1853_Voie_PLB_LaSoie_Paris,1853_VR,Capteur inductif Criter,Boucle inductive TV
16h00,4863,1715,3,1621,0,-1,1853,45.76436974,4.908109711,50169,1853_Voie_PLB_LaSoie_Paris,1853_VL,Capteur inductif Criter,Boucle inductive TV
16h00,4863,1716,3,1621,0,-1,1853,45.76435304,4.908073567,50169,1853_Voie_PLB_LaSoie_Paris,1853_VM,Capteur inductif Criter,Boucle inductive TV
16h00,444,1747,1,444,47,141,534,45.77430146,4.831482018,5266,534_XRousse_Say_Pierres Plantees,534_V,Capteur inductif Criter,Boucle inductive TV
16h00,634,1752,1,634,82,685,408,45.76173203,4.804419247,5989,408_Apollinaire_Guerin_Buyer,408_V,Capteur inductif Criter,Boucle inductive TV
16h00,249,1782,1,249,88,2096,511,45.75914395,4.889190059,2924,511_Jaures_Chirat_Leclerc,511_V,Capteur inductif Criter,Boucle inductive TV
16h00,675,1812,1,675,133,969,540,45.80397736,4.862566976,8131,540_Leclerc_Petit_Thimonnier,540_V,Capteur inductif Criter,Boucle inductive TV
16h00,876,1841,1,876,125,2115,565,45.74865097,4.916132383,11979,565_Genas_Poudrette_Luxembourg,565_V,Capteur inductif Criter,Boucle inductive TV
16h00,394,1845,1,394,128,2079,569,45.7641901,4.876373839,4544,569_4 Aout_Kahn_Racine,569_V,Capteur inductif Criter,Boucle inductive TV
16h00,523,1856,1,523,93,315,752,45.73483188,4.817494213,5992,752_Charlemagne_Montrochet_Perrache,752_V,Capteur inductif Criter,Boucle inductive TV
16h00,395,1881,1,395,69,2319,939,45.75721881,4.881508791,4956,939_Jaures_Hugo_Saint Exupery,939_V,Capteur inductif Criter,Boucle inductive TV
16h00,4213,1912,3,1404.333333,0,-1,1849,45.75371309,4.908208273,46170,1849_Voie_PLB_Montchat_Paris1,1849_VR,Capteur inductif Criter,Boucle inductive TV
16h00,437,1941,1,437,100,-1,854,45.72667149,4.963120826,3632,854_Progres_Rieuperoux_Montgolfier,854_V,Capteur inductif Criter,Boucle inductive TV
16h00,210,1942,2,105,107,-1,855,45.72804252,4.961823673,1971,855_Bleriot_Arago_Progres,855_VR,Capteur inductif Criter,Boucle inductive TV
16h00,210,1943,2,105,107,-1,855,45.72802414,4.961815924,1971,855_Bleriot_Arago_Progres,855_VL,Capteur inductif Criter,Boucle inductive TV
16h00,576,1961,2,288,56,506,667,45.74568913,4.832065295,5281,667_Leclerc_Lagrange_Servant,667_VL,Capteur inductif Criter,Boucle inductive TV
16h00,576,1962,2,288,56,506,667,45.74570739,4.832032246,5281,667_Leclerc_Lagrange_Servant,667_VR,Capteur inductif Criter,Boucle inductive TV
16h00,758,1963,1,758,145,2383,670,45.74449558,4.835359064,6499,670_Farges_Lagrange_Servant,670_V,Capteur inductif Criter,Boucle inductive TV
16h00,315,1986,1,315,100,529,888,45.73914306,4.83821571,3490,888_Jaures_Jaures_Gaudry,888_VL,Capteur inductif Criter,Boucle inductive TV
16h00,524,1987,2,262,94,532,889,45.74152309,4.839747978,5947,889_Jaures_Jayet_Lortet,889_VR,Capteur inductif Criter,Boucle inductive TV
16h00,1355,1990,2,677.5,130,354,891,45.77820714,4.859515119,16179,891_Stalingrad_Melies_11 Novembre_2,891_VL,Capteur inductif Criter,Boucle inductive TV
16h00,778,1993,1,778,102,13,866,45.76542321,4.771195372,9299,866_Valvert_Roosevelt_Roosevelt,866_V,Capteur inductif Criter,Boucle inductive TV
16h00,382,2022,1,382,10,159,79,45.77235548,4.838466749,4936,79_Bretelle_Lassagne_Tassigny,79_VL,Capteur inductif Criter,Boucle inductive TV
16h00,368,2031,2,184,115,502,131,45.75682653,4.838349908,4605,131_Pt.Guillotiere_Gambetta_Courmont,131_VR,Capteur inductif Criter,Boucle inductive TV
